SeqName	Description	GO IDs	Enzyme Codes
EYD74107.1	nucleoside-diphosphate kinase	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872	EC:2.7.4.6
EXU78722.1	superoxide dismutase family protein	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EXG80756.1	rhamnose ABC transporter substrate-binding protein	P:GO:0015762; C:GO:0043190	
EWT03680.1	DUF11 domain-containing protein	C:GO:0009279; C:GO:0016020; C:GO:0016021	
EUC59736.1	glucose-6-phosphate isomerase	F:GO:0004347; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
ETI66163.1	c-type cytochrome	F:GO:0005506; F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900	
ERI32530.1	2,3-diphosphoglycerate-dependent phosphoglycerate mutase	P:GO:0006094; P:GO:0006096; F:GO:0046538	EC:5.4.2.1
EQA99036.1	nucleoside-diphosphate kinase	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872	EC:2.7.4.6
EPZ31500.1	manganese superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EPX75807.1	methionine adenosyltransferase	F:GO:0000287; F:GO:0004478; F:GO:0005524; C:GO:0005737; P:GO:0006556; P:GO:0006730	EC:2.5.1.6
EMY34985.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
EMY34903.1	acetamidase/formamidase family protein	F:GO:0004328	EC:3.5.1.49
EMF02145.1	VOC family protein	F:GO:0016829	
ELK41382.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EJW12096.1	nucleoside-diphosphate kinase	F:GO:0004550; F:GO:0005524; C:GO:0005737; P:GO:0006165; P:GO:0006183; P:GO:0006228; P:GO:0006241; F:GO:0046872	EC:2.7.4.6
EJW11746.1	LemA family protein	C:GO:0016021	
EJW11285.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
EJW10964.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
EJW10778.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
EJW10521.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
EJM93767.1	hydroxyacid dehydrogenase	F:GO:0016616; F:GO:0051287; P:GO:0055114	
EJL89711.1	spermidine/putrescine ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
EJL83282.1	ABC transporter substrate-binding protein	C:GO:0042597; F:GO:0046872; P:GO:0055085	
EJL79786.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
EJL75731.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886; P:GO:0008643	
EJL53353.1	heme peroxidase	F:GO:0004601; F:GO:0005509; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
EJL50668.1	copper oxidase	F:GO:0005507; F:GO:0016491; P:GO:0055114	
EJL34866.1	peroxidase	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
EJK88295.1	extracellular solute-binding protein	C:GO:0016021	
EJJ28564.1	epoxide hydrolase	F:GO:0004301; F:GO:0016746; F:GO:0033961	EC:3.3.2.9; EC:3.3.2.10
EJJ24808.1	alpha/beta hydrolase	F:GO:0016746; F:GO:0016787	
EJE51535.1	glutamate dehydrogenase	F:GO:0000166; P:GO:0006520; F:GO:0016639; P:GO:0055114	
EJC80222.1	type 1 glutamine amidotransferase domain-containing protein	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
EJC79736.1	epoxide hydrolase	F:GO:0004301; F:GO:0016746; F:GO:0033961	EC:3.3.2.9; EC:3.3.2.10
EJB01760.1	heme peroxidase	F:GO:0004601; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	EC:1.11.1.7
EIW89901.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EIV95702.1	alkaline phosphatase	F:GO:0003993; F:GO:0004035; P:GO:0016311; F:GO:0046872	EC:3.1.3.2; EC:3.1.3.1
EIJ45029.1	nuclear transport factor 2 family protein	C:GO:0005840	
EIJ40992.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7
EIF33742.1	antibiotic biosynthesis monooxygenase	F:GO:0004497; P:GO:0055114	
EHY87603.1	acetamidase/formamidase family protein	F:GO:0004328	EC:3.5.1.49
EHR59362.1	acetamidase/formamidase family protein	F:GO:0004328	EC:3.5.1.49
EHK58343.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
EHK58049.1	extracellular solute-binding protein	P:GO:0008643	
EHK56233.1	carbohydrate ABC transporter substrate-binding protein	P:GO:0008643	
EHK55797.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
EHA16874.1	peptidase S8	F:GO:0004252; P:GO:0006508	EC:3.4.21
EGP93121.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EGP08963.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EGP07894.1	phosphonate ABC transporter substrate-binding protein	P:GO:0015716; C:GO:0043190; P:GO:0055085	
EGP07268.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
EGP06875.1	NADP-dependent isocitrate dehydrogenase	F:GO:0004450; P:GO:0006099; F:GO:0046872	EC:1.1.1.42
EGJ52074.1	peptidoglycan-associated lipoprotein Pal	P:GO:0007049; C:GO:0009279; C:GO:0016021; P:GO:0051301	
EFM12069.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
EFH90468.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
EFH89766.1	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
EFH88960.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
EFH87885.1	phosphate ABC transporter substrate-binding protein	F:GO:0042301	
EFH87378.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EFH82285.1	peptide ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
EFH81407.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EFC80674.1	rhamnose ABC transporter substrate-binding protein	P:GO:0015762; C:GO:0043190	
EEW26075.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
EEW25329.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0018468; C:GO:0030288; P:GO:0055114	EC:1.1.99.8
EEU37824.1	putative acetylxylan esterase A	C:GO:0005576; F:GO:0016787	
EEO77300.1	phosphate ABC transporter substrate-binding protein	F:GO:0042301	
EEF59097.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
DAB27932.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
CUU21959.1	ABC transporter substrate-binding protein	C:GO:0042597; F:GO:0046872; P:GO:0055085	
CUU16657.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
CUU16333.1	NADP-dependent oxidoreductase	F:GO:0016491; P:GO:0055114	
CUU16123.1	ABC transporter substrate-binding protein	P:GO:0055085	
CUU15630.1	autoinducer 2 ABC transporter substrate-binding protein	P:GO:0008643; C:GO:0043190	
CUU15416.1	alcohol dehydrogenase	C:GO:0016021	
CUU15364.1	cyclase family protein	F:GO:0004061; P:GO:0019441	EC:3.5.1.9
CUT14288.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
CUT10872.1	aldehyde dehydrogenase	F:GO:0016491; P:GO:0055114	
CUT10861.1	C4-dicarboxylate ABC transporter	C:GO:0030288; P:GO:0055085	
CUT10776.1	C4-dicarboxylate ABC transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
CUT10237.1	ribose ABC transporter substrate-binding protein	P:GO:0008643	
CRM18443.1	TonB-dependent siderophore receptor	F:GO:0005506; C:GO:0009279; P:GO:0015891; C:GO:0016021; F:GO:0038023	
CEK20571.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
CEF49484.1	phosphate-binding protein	F:GO:0042301	
CEF48665.1	beta-N-acetylglucosaminidase	F:GO:0004563; P:GO:0005975	EC:3.2.1.52
CEF48599.1	unnamed protein product	C:GO:0016021	
CEF48444.1	cysteine synthase A	F:GO:0004124; P:GO:0006535	EC:2.5.1.47
CDO35926.1	dehydrogenase	F:GO:0018492; P:GO:0055114	EC:1.2.99.2
CCJ68262.1	formaldehyde-activating enzyme	P:GO:0016051; F:GO:0016840	
CCJ68176.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
BBD78861.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005829; P:GO:0006094; P:GO:0006096; F:GO:0016866; F:GO:0048029; P:GO:0051156	EC:5.3.1.9
BBD76844.1	malate dehydrogenase	P:GO:0005975; P:GO:0006099; P:GO:0006108; F:GO:0030060	EC:1.1.1.37
BAX00465.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
BAV10572.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7
BAT61459.1	N-carbamoyl-D-amino-acid hydrolase	P:GO:0006807; F:GO:0047417	EC:3.5.1.77
BAT61437.1	ABC transporter substrate-binding protein	P:GO:0006865	
BAT60988.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0047113; P:GO:0055114	EC:1.2.5.2
BAT60923.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
BAT60205.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0047121; P:GO:0055114	EC:1.3.99.16
BAT60079.1	branched-chain amino acid ABC transporter substrate-binding protein	P:GO:0006865	
BAT59871.1	antibiotic biosynthesis monooxygenase	F:GO:0004497; P:GO:0055114	
BAT58297.1	acetolactate synthase large subunit	F:GO:0003984; F:GO:0030976	EC:2.2.1.6
BAT58279.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
BAT58138.1	alpha/beta fold hydrolase	F:GO:0016787	
BAT58086.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
BAT57601.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
BAS13591.1	NADP-dependent isocitrate dehydrogenase	F:GO:0004450; P:GO:0006099; F:GO:0046872	EC:1.1.1.42
BAN08474.1	esterase/lipase protein	F:GO:0004806	EC:3.1.1.1; EC:3.1.1.3
BAM93245.1	dienelactone hydrolase family protein	F:GO:0008806	EC:3.1.1.45; EC:3.1.1.1
BAM91930.1	ABC transporter substrate-binding protein	C:GO:0005840; C:GO:0043190; P:GO:0055085	
BAM91810.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0018468; F:GO:0052930; F:GO:0052931; F:GO:0052932; F:GO:0052935; F:GO:0052936; P:GO:0055114	EC:1.1.2.7; EC:1.1.99.8; EC:1.1.2.8
BAM91624.1	carbohydrate ABC transporter substrate-binding protein	F:GO:0005215	
BAM91301.1	autoinducer 2 ABC transporter substrate-binding protein	F:GO:0022857; C:GO:0043190; P:GO:0055085	
BAM91216.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
BAM90943.1	amino acid ABC transporter	P:GO:0006865	
BAM90730.1	xanthine dehydrogenase family protein subunit M	F:GO:0018492; F:GO:0043885; P:GO:0055114; F:GO:0071949	EC:1.2.99.2; EC:1.2.7.4
BAM87931.1	xanthine dehydrogenase family protein subunit M	F:GO:0004854; P:GO:0055114; F:GO:0071949	EC:1.17.1; EC:1.17.1.4
BAM87439.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	C:GO:0016021; F:GO:0016491; P:GO:0055114	
BAM87210.1	peptide ABC transporter substrate-binding protein	F:GO:0015413; P:GO:0035444; C:GO:0043190; P:GO:0072511; P:GO:0099132	EC:3.6.3.24; EC:3.6.1.3; EC:3.6.1.15
BAM86159.1	alcohol dehydrogenase	F:GO:0018468; F:GO:0052930; F:GO:0052931; F:GO:0052932; F:GO:0052935; F:GO:0052936; P:GO:0055114	EC:1.1.2.7; EC:1.1.99.8; EC:1.1.2.8
BAL76821.1	TRAP transporter substrate-binding protein	C:GO:0030288; P:GO:0055085	
BAL74705.1	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
BAL73279.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
BAI82570.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
BAG30328.1	malate synthase A	F:GO:0004474; P:GO:0006097; P:GO:0006099	EC:2.3.3.9
AYN41520.1	galactose mutarotase	F:GO:0004034; P:GO:0019318; F:GO:0030246	EC:5.1.3.3
AYJ85697.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
AYG84422.1	dihydroxyacetone kinase subunit DhaK	F:GO:0004371; P:GO:0006071; P:GO:0016310; F:GO:0047324	EC:2.7.1.29; EC:2.7.1.121
AYF90760.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; F:GO:0009055; C:GO:0016020; F:GO:0016614; F:GO:0020037; P:GO:0022900; C:GO:0030288	
AYB35679.1	FAA hydrolase family protein	F:GO:0016787; F:GO:0016829; F:GO:0016853	
AYB30788.1	triose-phosphate isomerase	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.1
AYA18817.1	M4 family peptidase	F:GO:0004222; P:GO:0006508	EC:3.4.24
AXY77752.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
AXS42484.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0018468; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7; EC:1.1.99.8
AXL05298.1	pili assembly chaperone	C:GO:0016021	
AXK84143.1	phosphonate ABC transporter substrate-binding protein	P:GO:0015716; C:GO:0043190; P:GO:0055085	
AXK83443.1	FKBP-type peptidyl-prolyl cis-trans isomerase	P:GO:0000413; F:GO:0003755	EC:5.2.1.8
AXK82984.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
AXK82559.1	oxidase	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114	
AXK81946.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0016491; P:GO:0055114	
AXK80812.1	ABC transporter substrate-binding protein	P:GO:0006865	
AXK79788.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
AXK79638.1	peroxidase	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	EC:1.11.1.15; EC:1.11.1.7
AXK79204.1	lectin	C:GO:0016021	
AXK41948.1	TonB-dependent receptor	C:GO:0009279; C:GO:0016021	
AXK36610.1	xanthine dehydrogenase family protein subunit M	F:GO:0016491; P:GO:0055114; F:GO:0071949	
AXK35362.1	amidase	F:GO:0004040; F:GO:0043864	EC:3.5.1.4
AXH92828.1	M4 family peptidase	F:GO:0004222; P:GO:0006508	EC:3.4.24
AXG81649.1	ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
AWN52577.1	sorbosone dehydrogenase	F:GO:0003824	
AWN50410.1	tartrate dehydrogenase	F:GO:0000287; F:GO:0009027; F:GO:0046553; F:GO:0050319; F:GO:0051287; P:GO:0055114	EC:4.1.1.73; EC:1.1.1.83; EC:1.1.1.93
AWN44765.1	urea ABC transporter substrate-binding protein	P:GO:0006865	
AWN38675.1	pyrrolo-quinoline quinone	F:GO:0016491; P:GO:0055114	
AWN38469.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
AWN35177.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
AWM88597.1	sugar ABC transporter substrate-binding protein	P:GO:0008643	
AWM88249.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
AWM85829.1	carbohydrate ABC transporter substrate-binding protein	P:GO:0055085	
AWM11266.1	SMP-30/gluconolactonase/LRE family protein	F:GO:0004341	EC:3.1.1.17; EC:3.1.1.1
AWM10066.1	sugar ABC transporter substrate-binding protein	C:GO:0030288	
AWI90526.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
AVY95553.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
AVY93293.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
AVR96305.1	putative selenate ABC transporter substrate-binding protein	C:GO:0043190; P:GO:0055085	
AVQ03814.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
AVQ01127.1	spermidine/putrescine ABC transporter substrate-binding protein	P:GO:0015846; F:GO:0019808; C:GO:0042597	
AUX45471.1	glucose-6-phosphate isomerase	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	EC:5.3.1.9
AUX40103.1	malate dehydrogenase	P:GO:0005975; P:GO:0006099; F:GO:0030060	EC:1.1.1.37
AUT58004.1	tyrosinase	F:GO:0004503; P:GO:0055114	EC:1.14.18.1; EC:1.14.18
AUC99461.1	porin	P:GO:0006811; C:GO:0009279; F:GO:0015288; C:GO:0046930; P:GO:0055085	
AUC96417.1	phosphoesterase	F:GO:0016788	
AUC94334.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
AUB38228.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
AUB36540.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
ATY12283.1	phospholipase	F:GO:0004629	EC:3.1.4.3
ATQ69204.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
ATQ68940.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
ATQ67623.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
ATN35770.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0018468; C:GO:0030288; P:GO:0055114	EC:1.1.99.8
ATG53535.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
ATE57166.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	EC:1.15.1.1
ATB51150.1	serine protease	C:GO:0005576; P:GO:0006508; F:GO:0008233	
ATB46086.1	methyltransferase domain-containing protein	F:GO:0008168; P:GO:0032259	
ATB39366.1	amidase	F:GO:0004040; F:GO:0016740	EC:3.5.1.4
ATB38674.1	D-xylose ABC transporter substrate-binding protein	P:GO:0015753; F:GO:0048029	
ATB29523.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755	EC:5.2.1.8
ATB28202.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
ATA55631.1	polysaccharide deacetylase	P:GO:0005975; F:GO:0016810	
ASU85172.1	PQQ-dependent sugar dehydrogenase	F:GO:0003824	
ASU33043.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
ASN80403.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
ARN82843.1	metallophosphoesterase	F:GO:0016787	
ARN81462.1	O-acetylhomoserine aminocarboxypropyltransferase	F:GO:0003961; F:GO:0004124; F:GO:0018826; P:GO:0019344; F:GO:0030170; P:GO:0071266	EC:2.5.1.49; EC:2.5.1.47; EC:4.4.1.11
ARN80623.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	
ARN18462.1	rhamnose ABC transporter substrate-binding protein	P:GO:0015762; C:GO:0043190	
ARK12120.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
ARK09677.1	organic hydroperoxide resistance protein	P:GO:0006979	
ARF78747.1	superoxide dismutase, Ni	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	EC:1.15.1.1
ARF76816.1	hydrogenase	F:GO:0016151; F:GO:0033748; P:GO:0055114	EC:1.12.99.6
AQZ67063.1	sulfurtransferase	F:GO:0004792	EC:2.8.1.1
AQW50715.1	type 1 glutamine amidotransferase domain-containing protein	P:GO:0006508; P:GO:0006541; F:GO:0008233; F:GO:0016740	
AQT78888.1	cysteine hydrolase	F:GO:0016787	
AQG79841.1	c-type cytochrome	F:GO:0008876; F:GO:0009055; C:GO:0016021; F:GO:0020037; P:GO:0022900; F:GO:0046872; F:GO:0048038	EC:1.1.5.2; EC:1.1.99.10
AQG78785.1	SusC/RagA family TonB-linked outer membrane protein	C:GO:0009279; C:GO:0016021	
AQA23384.1	thiosulfate sulfurtransferase	F:GO:0004792	EC:2.8.1.1
APU99439.1	peptidylprolyl isomerase	P:GO:0000413; F:GO:0003755; P:GO:0006457	EC:5.2.1.8
APS21127.1	VOC family protein	F:GO:0016829; F:GO:0051213; P:GO:0055114	
APR82097.1	Superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
APR77141.1	OmpA family protein	C:GO:0009279; C:GO:0016021	
APR74881.1	Superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
APR36746.1	phospholipase C	F:GO:0004629	EC:3.1.4.3
APO49653.1	phosphate ABC transporter substrate-binding protein PstS	P:GO:0035435; F:GO:0042301; C:GO:0043190	
APG02606.1	organic hydroperoxide resistance protein	P:GO:0006979	
APA71196.1	alpha/beta hydrolase	F:GO:0016787	
AOT70305.1	superoxide dismutase	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	EC:1.15.1.1
AOT56926.1	phosphate ABC transporter substrate-binding protein PstS family protein	F:GO:0042301	
AOT55837.1	glycerol kinase	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	EC:2.7.1.30
AOK32074.1	phosphoesterase family protein	F:GO:0003993; P:GO:0016311	EC:3.1.3.2
AOK31296.1	xanthine dehydrogenase family protein molybdopterin-binding subunit	F:GO:0047121; P:GO:0055114	EC:1.3.99.16
AOJ16693.1	sulfide dehydrogenase	F:GO:0016491; F:GO:0030151; P:GO:0042128; P:GO:0055114	
ANZ14298.1	phospholipase C	C:GO:0016021; F:GO:0034480	EC:3.1.4.3
ANT63487.1	PQQ-dependent dehydrogenase, methanol/ethanol family	F:GO:0005509; C:GO:0016020; F:GO:0018468; C:GO:0030288; F:GO:0052930; F:GO:0052931; F:GO:0052932; P:GO:0055114	EC:1.1.2.7; EC:1.1.99.8
ANT50283.1	extracellular solute-binding protein	P:GO:0008643	
ANS75754.1	glycosyl hydrolase	F:GO:0004348; P:GO:0006665	EC:3.2.1.45
ANS28997.1	alpha/beta fold hydrolase	F:GO:0004414; P:GO:0008652; F:GO:0016787	EC:2.3.1.31
ANQ83525.1	asparaginase	F:GO:0004067; P:GO:0006528	EC:3.5.1.1
ANQ83295.1	BMP family ABC transporter substrate-binding protein	C:GO:0005886	
ANJ25592.1	rhamnose ABC transporter substrate-binding protein	P:GO:0015762; C:GO:0043190	
ANI93684.1	antibiotic biosynthesis monooxygenase	F:GO:0004497; P:GO:0055114	
